country,rank_in_country,company_name,product_keyword,segment,website,phone,email,contact_person,address,source_url,source_type,notes
South Africa,27,Delite Spices,ginger garlic masala; crushed ginger and garlic,wholesaler/retailer,https://delitespices.co.za/,032 944 7589,delitespices@gmail.com,,"3 Arbee Dve, Tongaat Central, Tongaat, 4400, South Africa",https://www.ananzi.co.za/ads/za/kwazulu-natal/tongaat/tongaat-central/spices/delite-spices,directory + official website,Public directory lists Tongaat contact details; the official site sells ginger-garlic masala and ginger-garlic paste products.
Belgium,1,KX Food n.v.,fresh garlic; fresh ginger; pomelo,importer/distributor,https://www.kxfood.be/,+32 (0) 3 326 87 54,info@kxfood.be,,"Klein Veerle 103, 2960 Brecht, Belgium",https://www.kxfood.be/,official website,"Official KX Food pages validate a Belgium family-owned business importing fresh ginger, garlic and pomelo from Asia into Europe since 2014, with selected Asian suppliers, 3,000+ hectares of China farmland support, all-year supply, quick delivery from Netherlands warehouses in Breda/Poeldijk and direct Brecht phone/email/address. This is Belgium's strongest official fresh whole-garlic import route; paid customs should still confirm HS 070320 container ownership and customer segments before quoting."
Belgium,2,WJT International,fresh garlic; fresh produce; full and mixed containers,importer/distributor/wholesaler/foodservice supplier,https://www.wjt-int.com/,+32 3337 3374,info@wjt-int.com,,"Rijkmakerlaan 5, 2910 Essen, Belgium",https://www.wjt-int.com/en/wjt-products/fresh-produce,official website,"Official WJT fresh-produce pages list garlic in the vegetable range, state that fresh produce is sourced from partners around the world, offer different packaging options and full and mixed containers, and identify cooling/freezing facilities plus supply-chain and distribution services for importers, wholesalers, retailers and horeca. Official contact pages publish Essen phone, email and address."
Belgium,3,Herbafrost,"IQF garlic cubes; IQF garlic cloves; IQF garlic puree; organic IQF garlic; frozen herb drops",IQF frozen herb/garlic processor/distributor/foodservice and industry supplier,https://herbafrost.be/en/,+32 (0) 15 22 46 87,info@herbafrost.be; sales@herbafrost.be,Jannes Van Ballaer; Stijn Verelst (export manager),"Industriepark 19 zone A2, 2235 Hulshout, Belgium",https://herbafrost.be/en/herbs-product-range/garlic-cubes/,official website + industry directory + public trade database,"Official Herbafrost pages validate IQF garlic cubes, garlic cloves and garlic puree, with organic availability, 100 g/250 g/1 kg/10 kg cube packs, 1 kg/10 kg clove packs and 10 kg puree packs, plus industry, retail and foodservice applications. Food.be and Flanders Organic profiles add sales@herbafrost.be, named contacts, 7,500-8,500 tons of fresh herbs per season, IFS and organic references, B2B/B2C/foodservice/retail/private-label fit, manufacturer/importer/trader/processing-company activities and exports across the EU, UK, Middle East and North America. Keep as Belgium's strongest contact-ready frozen/IQF garlic processor rather than the first fresh whole-garlic FCL route."
Belgium,4,Ardo Foods NV,frozen/IQF garlic diced; frozen/IQF garlic cloves,processor/distributor/foodservice supplier,https://ardo.com/en/,+32 51310621,info@ardo.com,,"Wezestraat 61, B-8850 Ardooie, Belgium",https://ardo.com/en/products/herbs/garlic-diced,official website + public trade database,"Official Ardo pages list IQF garlic diced and garlic cloves formats and publish Belgium sales office contact details. Volza Belgium garlic pages list Ardo among verified garlic buyers. Use as a scaled frozen/IQF garlic route alongside Herbafrost and Dujardin."
Belgium,5,Dujardin Foods / Dujardin - NV Unifrost SA,frozen garlic; frozen vegetables; frozen herbs; IQF ingredients,processor/distributor/foodservice and retail supplier,https://www.ardo.com/,+32 (0)51 61 06 20,info@ardo.com,Haspeslagh Paul,"Zwevezeelsestraat 142, 8851 Ardooie-Koolskamp, Belgium",https://www.food.be/companies/dujardin-foods,industry directory + public trade database,"Food.be identifies Dujardin Foods as a Belgium frozen vegetable and herb company with six facilities, EUR 200M+ annual sales, restaurant and supermarket freezer channels in 60+ countries, B2B/B2C/foodservice/retail/private-label fit and public Ardooie-Koolskamp contact details. Volza Belgium garlic pages list Dujardin Foods NV among verified garlic buyers. Use as a frozen/IQF ingredients and foodservice route, not a fresh whole-garlic primary lead."
Belgium,6,Exotic City,garlic; exotic foods; fresh and frozen wholesale,importer/wholesaler/cash-and-carry distributor,https://www.exoticcity.be/,0032 4 228 04 00,info@exoticcity.be,Rana Javed Kausar,"Avenue de l'Expansion 1, B-4432 Alleur, Belgium",https://www.food.be/companies/exotic-city,official/public profile + public trade database,"Public Trademo Belgium garlic buyers page lists Exotic City with garlic shipments. Food.be, Crunchbase and Javed Kausar profile pages validate Exotic City as an Alleur wholesaler of exotic food products with wholesale, cash-and-carry and national/international delivery capability, phone, email, address, VAT BE0882.540.147 and founder/owner context."
Belgium,7,Ebro Foods Belgium,garlic,manufacturer/distributor/foodservice supplier,https://ebrobenelux.com/en/ebro-foods-belgium-en/,,,,"Metropoolstraat 19, 2900 Schoten, Belgium",https://ebrobenelux.com/en/ebro-foods-belgium-en/,official website + public trade database,"Official site describes Ebro Foods Belgium across consumer, B-to-B, and foodservice channels; public Trademo Belgium garlic buyer page ranks Ebro Foods Belgium among top garlic buyers."
Belgium,8,Innovafood N.V.,garlic powder; garlic granules; minced garlic,ingredient importer/distributor,https://www.innovafood.be/,00 32 (0)3 227 49 94,info@innovafood.be,,"Industrie Zone Westpoort II, Westpoort 64, 2070 Zwijndrecht, Belgium",https://www.innovafood.be/en/dried-vegetables/garlic,official website,Official garlic page lists powder granules minced and flakes formats and publishes Belgium sales contact details.
Belgium,9,SRL FDCB,peeled garlic,wholesaler/exporter,https://srl-fdcb.be/,+447776873623,info@srl-fdcb.be,,,https://srl-fdcb.be/product/peeled-garlic/,official website,"Official site offers peeled garlic for wholesalers, food processors, restaurants, and exporters."
Belgium,10,Devos & Lemmens,garlic sauce,processor/manufacturer/exporter,https://www.belgian-sauces.com/,0032 (0)3 890 87 11,info_export@thegbfoods.com,,"Rijksweg 16, 2870 Puurs-Sint-Amands, Belgium",https://www.belgian-sauces.com/product/garlic/,official website,Official product page lists a garlic sauce for retail and export; the brand contact page publishes Belgium export contacts at GB Foods.
Romania,1,Select Fruits,fresh garlic; China garlic; Egypt garlic; Romania garlic; Spain garlic,importer/distributor/wholesaler,https://selectfruits.ro/ro/products/usturoi/,0040 (742) 566 712,office@selectfruits.ro,,"VGP Park Bucuresti - Cladirea C1, Stefanestii de Jos 077175, Ilfov, Romania",https://selectfruits.ro/ro/products/usturoi/,official website,"Official Select Fruits garlic page lists fresh garlic with China, Egypt, Romania and Spain as sources and publishes direct phone, email and VGP Park Bucuresti address. The site positions Select Fruits for retail and HORECA supply. Use as Romania's best contact-ready official fresh whole-garlic outreach route, while paid customs reconciles shipment ownership against SC Star, Agro Bac, Agrofin and other HSN 0703 allium targets."
Romania,2,SC Star Prod Express SRL,"fresh garlic; HSN 0703 alliums; garlic/fresh vegetables",paid-customs fresh-garlic/allium FCL target,,,,,"Str. Principala nr. 417, sat Sintesti, com. Vidra, jud. Ilfov, Romania",https://www.volza.com/company-profile/sc-star-prod-express-srl-89826111/,public trade database,"Volza fresh-garlic HSN 0703 and garlic/fresh-vegetables pages identify SC Star Prod Express SRL as Romania's leading public fresh-garlic/allium buyer with 91 shipments and about 28-29% share. Volza company profile shows 95 imports, 13 suppliers, HSN 0703 coverage and sample 23,000 kg Ukraine-origin allium entries. No official website, phone or email was verified, so use as the top paid-customs FCL ownership target rather than a first-pass outreach row."
Romania,3,Agro Bac Harvest SRL,"fresh garlic; HSN 0703 alliums; garlic/fresh vegetables",paid-customs fresh-garlic/allium FCL target,,,,,"Str. Burnitei 24, et. 1, biroul B2, Sector 3, Bucharest 032342, Romania",https://www.volza.com/p/fresh-garlic/buyers/buyers-in-romania/hsn-code-0703/,public trade database + company registry,"Volza fresh-garlic HSN 0703 and garlic/fresh-vegetables pages rank Agro Bac Harvest SRL second in Romania with 45 shipments and about 14% share, including recent 21,000 kg allium-family entries. Public Romanian company registries validate CUI 47097202, 2022 registration, Bucharest Sector 3 address and CAEN 0113 vegetable/root/tuber growing. No full public phone/email or official website was verified."
Romania,4,Agrofin Invest SRL,"fresh garlic; HSN 0703 alliums; garlic/fresh vegetables",paid-customs fresh-garlic/allium FCL target,,,,,"Str. Petru Rares 18, Galati 800065, Romania",https://www.volza.com/p/fresh-garlic/buyers/buyers-in-romania/hsn-code-0703/,public trade database + company registry,"Volza fresh-garlic HSN 0703 and garlic/fresh-vegetables pages rank Agrofin Invest SRL third in Romania with 43 shipments and about 13-14% share. Public Romanian company registries validate CUI 15230954, 2003 registration, Galati address and CAEN 0113 vegetable/root/tuber growing. Registry phone/email previews are obfuscated, so outreach fields are left blank pending paid data."
Romania,5,Fire International SRL,garlic and fresh produce,importer/distributor/wholesaler,https://fireinternational.ro/,+40 743 525 008,office@fireinternational.ro,,"Brasov, Romania",https://fireinternational.ro/en/contact/,official website,Official site describes the company as a leader in import and distribution of fresh fruits and vegetables and lists direct contact details; use as a contact-ready fresh-produce importer/distributor route alongside Select Fruits.
Romania,6,RGI DAR FRESH SRL (Legum Very Fresh),garlic; green garlic; fresh vegetables,importer/exporter/distributor,https://www.legumveryfresh.ro/,+40 761 821 155,contact@legumveryfresh.ro,,"Str. Henri Coanda, Nr. 6, Comuna Matca, Judet Galati, 807185, Romania",https://www.legumveryfresh.ro/,official website,"Official Legum Very Fresh pages identify RGI DAR FRESH SRL as a Romanian importer/exporter founded in 2018, specializing in seasonal vegetables, greens and fruits from local Matca production and imports from Greece and Turkey, and publish direct phone/email/address. Existing official product pages list garlic and green garlic."
Romania,7,ADOS Fresh,fresh garlic,producer/trader/packer,https://www.adosfresh.ro/en/,+40725 565 050,office@adosfresh.ro,,"Sos. Bucuresti-Targoviste, nr 225D, Crevedia, DB, 137180, Romania",https://www.adosfresh.ro/en/fruits-and-vegetables/,official website,Romanian producer/trader/packer listing garlic in its trading portfolio and controlled-temperature storage network.
Romania,8,Fresh-Fruits Logistics SRL,peeled garlic; fresh garlic,distributor/foodservice supplier,https://fresh-fruits.ro/,0767 917 258; 0769 605 060,office@fresh-fruits.ro,,"Sos. Oltenitei 181, Popesti-Leordeni, Ilfov, Romania",https://fresh-fruits.ro/product/usturoi-curatat-ro/,official website,Bucharest-Ilfov distributor with peeled Romanian garlic on site; contact details verified on official contact page.
Romania,9,Fuchs Condimente RO SRL,"granulated garlic; garlic powder; garlic flakes; freeze-dried granulated garlic; garlic dip seasoning; organic granulated garlic",seasoning manufacturer/processor/foodservice and food-industry supplier,https://www.fuchs.ro/,+40 248 269 406 / +40 248 60 70 10,office@fuchs.ro,,"Str. Nordului nr. 41/43, 115300 Curtea de Arges, Jud. Arges, Romania",https://www.fuchs.ro/produs-horeca/usturoi-granulat-punga-1000-g/,official website + exporter registry + public trade database,"Official Fuchs Condimente Romania pages validate retail and HoReCa garlic products including granulated garlic, garlic powder, garlic flakes, freeze-dried granulated garlic, garlic dip seasoning and organic granulated garlic, with HoReCa formats up to 1000 g pouches and 500 g jars. Romanian Organic Exporters and AHK Romania member profiles verify office@fuchs.ro, granulated garlic for export, commissioned spice processing, EUR 42.45M turnover, 347 employees and trade/industry distribution. Keep as Romania's strongest contact-ready dry/ingredient-garlic processor route, not the first fresh whole-garlic FCL lead."
Romania,10,SC Fruti United Grup SRL,fresh garlic,importer/distributor,https://frutiunitedgrup.ro/,+40743.915.497,frutiunited@gmail.com,Divii Ionela,"Sos. Iancului nr. 9, bl. 109A, sc. 2, ap. 88, sector 2, Bucuresti; Sos de centura nr 12D, Voluntari, Ilfov, Romania",https://frutiunitedgrup.ro/legume/,official website,Usturoi is listed in the vegetable range; Romanian importer/distributor with Bucharest and Voluntari operations.
Romania,11,Igvar Distribution SRL,"HSN 0703 alliums; fresh fruit and vegetables",paid-customs fresh-produce/allium target,,,,,"Str. Grigore Ionescu nr. 63, Camera 1, Bloc T73, Sc. 2, Et. 4, Ap. 42, Sector 2, Bucharest, Romania",https://www.volza.com/company-profile/igvar-distribution-srl-85043405/,public trade database + company registry,"Volza company profile identifies Igvar Distribution as a Romania exporter/importer with 14 import shipments, HSN 0703 coverage and sample 21,300 kg Ukraine-origin allium entries. Romanian company registries validate CUI 46442175, Bucharest Sector 2 address and CAEN 4631 wholesale of fruit and vegetables. No official contact was verified."
Romania,12,Legumania Fana 2021 SRL,"HSN 0703 alliums; fresh fruit and vegetables",paid-customs fresh-produce/allium target,,,,,"Comuna Matca nr. 20, Str. Mihai Eminescu, 807185 Matca, Galati, Romania",https://ro.kompass.com/c/legumania-fana-2021-srl/ro1310169/,public business directory + public trade database,"Volza supplier profiles list Legumania Fana 2021 SRL among Romania buyers for HSN 0703 shipments from Ukraine, while Kompass and Infoprofit validate the Matca address, CUI 43997678 and CAEN 4631 wholesale of fruit and vegetables. Added as a paid-customs fresh-produce/allium target; no official phone/email was verified."
Romania,13,Bio Agrar Tehnic S.R.L.,organic garlic,grower/exporter,,+40 723 069 357,nagycsaba_bio@yahoo.com,Nagy Csaba,"nr. 449, 307095 Cenad, Timis, Romania",https://bioromania.org/bioagrartehnic/,organic exporter registry,Romanian Organic Exporters profile says the company specializes in organic garlic and supplies export-ready produce supported by GlobalG.A.P. and GRASP.
Romania,14,Greenspire S.R.L.,green garlic,grower/processor/distributor,https://legumedetara.ro/,+40 721 957 193,office@legumedetara.ro,Valentina Ionita,"Comuna Albota, str. Morlovani, nr. 361, judetul Arges 110017 Albota, Romania",https://bioromania.org/greenspire/,organic exporter registry,Romanian Organic Exporters profile lists green garlic among export products and identifies Greenspire's Legume de Tara brand and administrator Valentina Ionita.
Romania,15,Mega Image,fresh garlic,retailer,https://www.mega-image.ro/,0800410900,Relatii_clienti@mega-image.ro,,,https://www.mega-image.ro/relatii-clienti,official website,Official customer-relations page publishes phone and email; the online supermarket lists fresh-garlic SKUs including Usturoi 250g and Usturoi Solo 250g.
Romania,16,Auchan Romania,fresh garlic,retailer,https://www.auchan.ro/,021-9141,contact@auchan.ro,,,https://www.auchan.ro/contact,official website,Official Auchan Romania pages publish phone and email; the Filiera Auchan Solcorp page lists fresh Romanian garlic in assortment.
Romania,17,Agro Montana,granulated garlic,distributor/foodservice wholesaler,https://agromontana.ro/,0744.333.944,office@agromontana.ro,,,https://agromontana.ro/condimente/usturoi-granulat/,official website,Official garlic page lists direct sales contact details and positions Agro Montana as a Romanian HoReCa distributor
Romania,18,Pronat S.R.L.,granulated garlic; black garlic,distributor/processor,https://pronat.ro/,+40 256 705 333,info@pronat.ro,Codruta Petcu,"RO-307375 Sanandrei / Timisoara DN69, Km10+560m, Artemis Industrial Park Sanandrei, Romania",https://pronat.ro/contact/,official website,Official contact page lists company headquarters and sales details; Pronat's store also lists granulated garlic and fermented black garlic
Romania,19,Usturoi Negru,black garlic,processor/retailer,https://usturoinegru.ro/,0732 149 740,contact@usturoi-negru.ro,,"Splaiul Independentei 202B, Bucuresti, Romania",https://usturoinegru.ro/,official website,Official site sells black garlic bulbs and peeled cloves and explicitly invites collaboration from distributors merchants restaurants and cooks
Romania,20,SC Conservfruct SRL,marinated garlic,processor/horeca supplier,https://www.cegusto.ro/,+40 233 244 085,office@conservfruct.ro,,"Str. Florilor nr. 181, Baltatesti, Neamt, Romania",https://www.cegusto.ro/magazin/produse-din-legume/muraturi-in-otet/usturoi-marinat-280g/,official website,Official product page lists marinated garlic and publishes direct factory contact details plus horeca supply positioning
Romania,21,S.C. Sicher Impex S.R.L. (Maluku),garlic granules,importer/distributor,https://www.maluku.ro/,+40 262 218169,office@maluku.ro,,"Electrolizei 2B, Baia Mare, Maramures, Romania",https://www.maluku.ro/shop/product/usturoi-granule-punga-1-kg/,official website,Official Maluku product page sells 1 kg garlic granules and provides partner contact details for larger orders
Romania,22,Paprica,garlic granules,B2B importer/distributor,https://paprica.ro/,+40 711 947 692,contact@paprica.ro,,"Strada Sergent Nutu Ion 8-10, Corp Cladire C2 Anexa 1, 050762 Bucuresti, Romania",https://paprica.ro/pages/contact,official website,Official contact page publishes B2B contact details and the same official store sells garlic granules in bulk
Romania,23,ecom srl,garlic powder; garlic granules,processor/distributor,https://www.condimente-ecom.ro/,00-40-266-248-215,ecom1991@yahoo.com,,"537169 Morareni, nr. 263/B, judetul Harghita, Romania",https://www.condimente-ecom.ro/en/contact.html,official website,Official site says Ecom packs and sells spices including garlic dry granules and garlic powder and publishes direct Romania contact details
Romania,24,S.C. FIM FOOD INDUSTRY MANAGEMENT S.R.L. (Transylvania's Finest Foods),black garlic; horeca black garlic,processor/distributor/horeca supplier,https://transylvanianfinestfood.ro/,0758080497,office@fimfood.ro,,"Str. 1 Decembrie 1918, Nr. 28/204, Tarnaveni, Jud. Mures, Cod Postal 545600, Romania",https://transylvanianfinestfood.ro/pages/horeca-industrie,official website,Official site promotes organic black garlic and a dedicated HoReCa ordering page with direct phone and email
Romania,25,S.C. HOME WORLD S.R.L. (Cosul Tau Bio),black garlic; granulated garlic,retailer/distributor,https://www.cosultaubio.ro/,0722266258,office@cosultaubio.ro,,"Aleea Mostistea nr. 39, Sc. 2, Et. 1, Ap. 39, Sector 3, Bucuresti, Romania",https://www.cosultaubio.ro/contact,official website,Official retailer contact page publishes direct order details and the same site sells black garlic and granulated garlic products
Viet Nam,1,DODO Global Joint Stock Company / DODO Food,"fresh garlic; Chinese garlic; frozen peeled garlic; garlic import and wholesale",importer/exporter/wholesaler/distributor,https://dodofood.vn/,+84 931 829 221,dodofoods.vn@gmail.com; tinado.vn89@gmail.com; dodoglobalfoods@gmail.com,Do Thi Tinh / Tina Do,"Thu Duc agriculture wholesale market, Thu Duc, Ho Chi Minh City, Viet Nam; registered address: Ap Sa To, Xa Khanh Binh, An Giang, Viet Nam",https://dodofood.vn/toi-xo,official website,"Official DODO garlic pages identify DODO Global JSC / DODO Food as a Vietnam agricultural trading company specializing in onion and garlic import-export, wholesale and distribution. The Chinese garlic page lists DODO garlic in 4.5-6+ cm sizes, 10 kg and 20 kg bags and a 29-ton container reference; the fresh-garlic page lists year-round supply, fresh garlic formats, 26-27 tons per 40'RH in cartons and 28-30 tons per 40'RH in mesh bags. The company section says DODO imports garlic from China, India and Thailand, distributes nationally to supermarkets, wholesale markets, agents, processors and retailers, and publishes CEO/director Do Thi Tinh / Tina Do plus phone and emails. This is Viet Nam's strongest contact-ready official-source garlic route; Hoa Phat and Da Lien Thong retain stronger public customs/buyer evidence and should be reconciled with paid customs before FCL quoting."
Viet Nam,2,Hoa Phat Garlic Export Import Co Ltd,"fresh garlic; peeled garlic; HS 070320 garlic",importer/distributor,,,,Nguyen The Duy,"119/1 National Highway 1A Group 4 Quarter 1, Thanh Xuan Ward, District 12, Ho Chi Minh City, Vietnam",https://www.trademo.com/companies/hoa-phat-garlic-import-export-co-ltd/33327221,public trade directory/company registry,"Trademo company profile identifies Hoa Phat Garlic Export Import Co Ltd as a Vietnam importer with 240 import shipments from Jan 2022 to Sept 2025, USD 23.14M buyer trade value, China sourcing, HS 070320 garlic at 100% of listed import value and visible 58,000 kg fresh-garlic consignments. Trademo's Vietnam fresh-garlic buyer list separately shows Hoa Phat with 229 fresh-garlic shipments. Thuvien Phapluat registry data confirms the international name, tax code 0317010790, 2021 registration date, legal representative Nguyen The Duy, agricultural raw-material wholesale as the main business line and a post-merger Ho Chi Minh City address. No official company website, phone or email was verified in this pass, so use paid customs or direct confirmation before quoting FCL."
Viet Nam,3,Masan Industrial One Member Company Limited,fresh garlic,processor/importer,,,,,"Lot 06, Tan Dong Hiep A Industrial Zone, Tan Dong Hiep Ward, Ho Chi Minh City, Vietnam",https://fiingate.vn/BusinessDirectory/CompanyDetail/7207,business directory,FiinGate lists the registered processor address; public Trademo Vietnam fresh-garlic buyer results rank Masan Industrial among the country's larger garlic buyers
Viet Nam,4,Minh Triet Viet Import & Export Co Ltd,fresh garlic,importer/distributor,,,,,"House Number 405, Tran Dai Nghia Street, Coc Leu Ward, Lao Cai City, Lao Cai Province, Vietnam",https://www.trademo.com/companies/minh-triet-viet-import-export-co-ltd/65059077,public trade directory,Trademo company profile states Minh Triet Viet Import & Export primarily imports fresh garlic and shows the Lao Cai address
Viet Nam,5,Duy Phat Garlic Import Export Company Limited,fresh garlic,importer/distributor,,,,Hoang Thi Nhu Y,"859/4/4 National Highway 1A, Thanh Xuan Ward, District 12, Ho Chi Minh City, Vietnam",https://mytour.vn/vi/blog/ma-so-thue/0318118589-cong-ty-tnhh-xuat-nhap-khau-duy-phat-garlic,company registry,Public Vietnam tax profile lists the legal representative and registered address for a garlic-specific importer active since 2023
Viet Nam,6,Bao Ngoc Agricultural Products Import Export Services Co Ltd,fresh garlic,importer/distributor,,,,,"139 Street 38-CL, Townhouse Area Lot H2-03, Cat Lai Residential Area, Cat Lai Ward, Ho Chi Minh City, Vietnam",https://www.trademo.com/companies/bao-ngoc-agricultural-products-import-export-services-co-ltd/63652276,public trade directory,Trademo company profile states Bao Ngoc Agricultural Products Import Export Services primarily imports fresh garlic and lists the Ho Chi Minh City address
Viet Nam,7,NK Vietnam Company,black garlic powder,processor/exporter,https://nkvietnam.com.vn/,+84 764961735,info@nkvietnam.com.vn,,"448/65 Phan Huy Ich, Ward 12, Go Vap District, Ho Chi Minh City, Vietnam",https://nkvietnam.com.vn/,official website,"Official site markets black garlic powder and lists Vietnam, U.S., Germany, and Australia offices."
Viet Nam,8,"GFU Co., Ltd.",peeled garlic,processor/distributor,https://kingskimchi.vn/en/,0779657765,kingskimchi@gmail.com,,"L17-11, 17th Floor, Vincom Center Building, 72 Le Thanh Ton, Sai Gon Ward, Ho Chi Minh City, Vietnam",https://kingskimchi.vn/en/products/peeled-garlic/,official website,Official King's Kimchi product page says GFU offers peeled garlic in bulk and publishes company and factory contacts.
Viet Nam,9,"Agrideco Vietnam Co., Ltd.",peeled clove garlic,exporter/distributor,https://agridecovietnam.com/,+84 989 649 804,agridecovietnam@gmail.com,,"No. 02, Alley 325 Kim Nguu, Lane 24D, Vinh Tuy Ward, Hanoi, Vietnam",https://agridecovietnam.com/vietnamese-garlic/peeled-clove-garlic-vietnam/,official website,Official site lists peeled clove garlic from Vietnam with direct sales contacts and WhatsApp.
Viet Nam,10,Linh Dan Black Garlic,black garlic; peeled garlic,processor/retailer,https://en.toidenlinhdan.vn/,0937555068,,,"43, Lane 2, Tay Tra Street, Tran Phu Ward, Hoang Mai District, Hanoi, Vietnam",https://en.toidenlinhdan.vn/,official website,Official site says Linh Dan sells whole and peeled black garlic and publishes Hanoi and HCMC hotlines through FNC.
Ireland,1,NRG's Indian Imports Ltd,"garlic; garlic paste; dehydrated/onion/garlic; Indian and ethnic groceries",importer/distributor/wholesaler/retailer supplier,https://indianimports.ie/,+353 85 2000046,info@indianimports.ie; enquiry@indianimports.ie,,"Unit 6, Finglas Business Centre, Jamestown Road, Finglas, D11 RD90, Dublin, Ireland",https://indianimports.ie/,official website + public trade database,"Official NRG Indian Imports pages validate a safe importing and distribution business for Indian and ethnic groceries, 15+ years of experience, Ireland/Netherlands/India offices, Europe-wide distributor and retailer network, 37+ categories, retailer/exporter/wholesaler/importer/consolidation services, bulk direct-from-India container purchasing, Ireland warehouse over 10,000 sq ft with frozen, chilled and ambient storage, and public Ireland phone/email/address. NRG Group pages add 11-country sourcing, 300+ containers of import/export activity, 2,000+ products, 29 brands, 127 FMCG manufacturers and EU compliance. Public Trademo Ireland garlic buyer page ranks NRGS Indian Imports first with 50 garlic shipments; Trademo garlic-paste page ranks it first with 60 shipments; Volza public previews rank it first for Ireland garlic paste with 24 shipments and first for dehydrated/onion/garlic with 115 shipments. Strongest current Ireland FCL-style garlic lead; use paid customs to separate fresh whole garlic from garlic paste/dehydrated/processed garlic before quoting containers."
Ireland,2,West Cork Garlic,fresh garlic; black garlic,grower/distributor,https://westcorkgarlic.com/,0871333751,,,"Land near Ballynacarriga, Enniskeane, Co. Cork, Ireland",https://westcorkgarlic.com/,official website,Irish specialist grower of naturally grown garlic onions and shallots and producer of black garlic
Ireland,3,Taylor's Of Lusk,fresh garlic; dried garlic; black garlic; smoked garlic,grower/distributor/foodservice supplier,https://taylorsoflusk.ie/,,hello@taylorsoflusk.ie,,"Chapel Farm, Lusk, Co. Dublin, Ireland",https://taylorsoflusk.ie/pages/contact-us,official website,Family-run Irish farm growing garlic on site and supplying foodservice operators and retail channels
Ireland,4,No Harm Farm,black garlic,grower/processor/direct seller,https://www.noharmfarm.ie/,089 409 6877,shiv@noharmfarm.ie,,"Breaffa, Carrigaholt, Co Clare, Ireland",https://www.noharmfarm.ie/contact,official website,County Clare microfarm specializing in black garlic and elephant garlic
Ireland,5,JDS Foods,garlic spread; crushed garlic,manufacturer/foodservice supplier,https://www.jdsfoods.ie/,+353 (0)21 430 1363,contactus@jdsfoods.ie,Conor Cronin,"Churchfield, Cork T23 RH24, Ireland",https://www.jdsfoods.ie/foodservice,official website,Foodservice supplier whose Garlic Gold range uses freshly crushed garlic and has public bakery-foodservice contact details
Ireland,6,Redmond Fine Foods,fermented black garlic,foodservice wholesaler/distributor,https://www.redmondfinefoods.ie/,+353 45 883570,info@redmondfinefoods.ie,,"Unit F1, Southern Link Business Park, Newbridge Road, Naas, Co. Kildare, W91 XF63, Ireland",https://www.redmondfinefoods.ie/kitchen-essentials/,official website,Irish distributor to restaurants and retail outlets with a specialist grocery line including fermented black garlic
Ireland,7,Drummond House Garlic & Asparagus Growers,fresh garlic; elephant garlic,grower/retailer,https://www.drummondhouse.ie/,087 688 2202,info@drummondhouse.ie,,"Drummond House, Baltray, Co. Louth, Ireland",https://www.drummondhouse.ie/garlic,official website,Official site says Drummond House grows multiple heritage garlic varieties and elephant garlic in Ireland.
Ireland,8,Ryan's Organic Farm,fresh organic garlic,grower/retailer,https://ryanfarm.ie/,,info@ryanfarm.ie,,"Ryan Farm, Collistown, Kilcloon, Co. Meath, Ireland",https://ryanfarm.ie/,official website,Official site says the farm is one of the few Irish growers of certified organic fresh garlic and seed garlic.
Ireland,9,Cork Rooftop Farm,fresh organic garlic,retailer/farm shop,https://shop.corkrooftopfarm.ie/,0833026809,corkrooftopfarm@gmail.com,,"6/7 Cornmarket Street, Cork, Co. Cork T12 CF67, Ireland",https://shop.corkrooftopfarm.ie/products/groceries/garlic,official website,Official shop lists organic garlic bulbs and publishes Cork farm-shop contact details.
Ireland,10,FrostFruits Ireland,peeled garlic; IQF garlic,importer/wholesaler/frozen produce supplier,https://frostfruitsireland.ie/,+353 89 968 2569,order@frostfruitsireland.ie,,"Suite 202, 3A Lombard Street East, Dublin 2 D02 HC78, Ireland",https://frostfruitsireland.ie/staging-site/product/garlic-peeled/,official website,Official garlic page lists peeled garlic in 10x1kg boxes as Premium IQF Grade A; official contact page publishes Dublin buyer details.
Ireland,11,Galberts,garlic bread; garlic spread; garlic mayo dip,manufacturer/distributor/retail supplier,https://www.galberts.com/,,info@galberts.com,,,https://www.galberts.com/about-us,official website,"Official site markets garlic bread, garlic spread, and garlic-mayo products and says the brand is stocked across major Irish grocery chains."
